budget,cast,certification,company,director,genres,gross_sales,id,opening_weekend,producer,release_date,runtime,title,user_rating,votes,budget_usd,opening_weekend_usd,gross_sales_usd,runtime_numeric,user_rating_numeric,votes_numeric,mpaa_rating,release_year,release_month,release_day
,"Sanjay Dutt, Mahima Chaudhry, Om Puri, Shivaji Satam, Mukesh Rishi, Sayaji Shinde, Mahesh Anand, Pramod Moutho, Radika Rana, Rakhi Sawant",Not Rated,Time Films,Mahesh Manjrekar,"Action, Crime, Drama",,255309,,"Dhirajlal Shah, Hasmukh Shah, Pravin Shah, Asif Shaikh, Sagoon Wagh",2000-11-10,129,Kurukshetra,6.1,1089,,,,129,6.1,1089,,2000,11,10
,"Yûrei Yanagi, Takako Fuji, Takashi Matsuyama, Ryôta Koyama, Yûko Daike, Makoto Ashikawa, Tomohiro Kaku, Mayuko Saitô, Yue, Miyako Nakatsuka",Not Rated,Toei Video Company,Takashi Shimizu,"Horror, Mystery",,330501,,"Takashige Ichise, Kazuo Katô, Mitsuru Kurosawa, Masaaki Takashima",2000-03-25,76,Ju-on: The Curse 2,6.0,3564,,,,76,6.0,3564,,2000,3,25
,"Shawn Hatosy, Eamon Glancy, Ian McElhinney, Patricia Leventon, Danny Dyer, Dennis Conway, John O'Toole, Luke Hayden, Lee Ingleby, Brian de Salvo",Not Rated,"Bord Scannán na hÉireann / The Irish Film Board, British Screen Productions, British Sky Broadcasting, Dakota Films, Full Schilling Investments",Peter Sheridan,"Drama, Romance",,221838,,"Judy Counihan, Nye Heron, Arthur Lappin, Pat Moylan, Paul Myler",2000-07-04,91,Borstal Boy,6.8,2467,,,,91,6.8,2467,,2000,7,4
,"Joseph Vijay, Radhika Chaudhari, S.P. Balasubrahmanyam, Bhuvaneswari, Delhi Ganesh, Simran, Vivek",,"Gitachitra International, Goldmines Telefilms",K. Selvabharathi,"Drama, Romance",,948462,,"C. Venkat Raju, Viswanathan Ravichandran, Sivaraju",2000-10-20,169,Priyamanavale,7.5,2841,,,,169,7.5,2841,,2000,10,20
"$10,000,000 (estimated)","Joel Grey, Barnard Hughes, Jean Louisa Kelly, Joey McIntyre, Jonathon Morris, Brad Sullivan, Teller, Arturo Gil, Tony Cox, Victoria Stevens",PG,"Michael Ritchie Productions, Sullivan Street Productions, The Radmin Company",Michael Ritchie,"Musical, Romance",,113026,"$24,176, 24 Sep 2000","Tim Healey, Terry Miller, Linne Radmin, Michael Ritchie, Art Schaefer",2000-09-22,86,The Fantasticks,5.6,1382,10000000.0,24176.0,,86,5.6,1382,PG,2000,9,22
,"Shah Rukh Khan, Juhi Chawla, Johny Lever, Paresh Rawal, Haidar Ali, Smita Jaykar, Neena Kulkarni, Bharti Achrekar, Mona Ambegaonkar, Suresh Bhagwat",Not Rated,Dreamz Unlimited,Aziz Mirza,"Comedy, Drama, Musical, Romance",,222270,,"Juhi Chawla, Shah Rukh Khan, Aziz Mirza",2000-01-21,160,Phir Bhi Dil Hai Hindustani,6.1,7745,,,,160,6.1,7745,,2000,1,21
,"Leonardo Sbaraglia, Eduardo Noriega, Pablo Echarri, Leticia Brédice, Ricardo Bartis, Dolores Fonzi, Carlos Roffé, Daniel Valenzuela, Héctor Alterio, Claudio Rissi",R,"Oscar Kramer S.A., Cuatro Cabezas, Estudios Darwin, Romikin S.A., Patricio Tobal",Marcelo Piñeyro,"Crime, Drama, Romance, Thriller",,227277,,"Ana Aizenberg, Mariela Besuievsky, Diana Frey, Diego Guebel, Gerardo Herrero",2000-05-11,125,Burnt Money,7.1,6563,,,,125,7.1,6563,R,2000,5,11
,"Ayoub Ahmadi, Rojin Younessi, Amaneh Ekhtiar-dini, Madi Ekhtiar-dini, Kolsolum Ekhtiar-dini, Karim Ekhtiar-dini, Rahman Salehi, Osman Karimi, Nezhad Ekhtiar-dini, Atillahan Karagedik",Not Rated,"Bahman Ghobadi Films, Farabi Cinema Foundation, MK2 Productions, Mij Film Co.",Bahman Ghobadi,"Drama, War",,259072,,Bahman Ghobadi,2000-05-08,80,A Time for Drunken Horses,7.7,8408,,,,80,7.7,8408,,2000,5,8
,"Arlette Mirapeu, Philippe Cheytion, Yves Barsacq, François Voisin",,"Les Armateurs, La Fabrique, Studio O, Gébéka Films, Centre national du cinéma et de l'image animée (CNC)",Michel Ocelot,"Animation, Comedy, Family, Romance, Sci-Fi",,229664,,"Didier Brunner, Jean-François Laguionie",2000-01-26,70,Princes and Princesses,7.6,2251,,,,70,7.6,2251,,2000,1,26
"$2,000,000 (estimated)","Dolph Lundgren, Meilani Paul, Aleksandr Kuznetsov, Natalie Radford, Randolph Mantooth, Neal Matarazzo, Tony Becker, Steve Eastin, Allan Kolman, Larry Carroll",R,"Captured Productions Inc., Franchise Pictures, Phoenician Entertainment","Damian Lee, Jim Wynorski","Action, Drama, Thriller",,218080,,"Alan B. Bursteen, Damian Lee, Alison Semenza King, William B. Steakley, Andrew Stevens",2000-09-13,95,Agent Red,3.3,1252,2000000.0,,,95,3.3,1252,R,2000,9,13
,"Julia Blake, Charles 'Bud' Tingwell, Kristine Van Pellicom, Kenny Aernouts, Terry Norris, Marta Dusseldorp, Robert Menzies, Chris Haywood, Norman Kaye, Joey Kennedy",R,"Strand/New Oz Productions, Showtime Australia, The South Australian Film Corporation, Illumination Films, CinéTé",Paul Cox,Drama,,251141,,"Paul Cox, William T. Marshall, Mark Patterson, Willem Thijssen",2000-05-08,94,Innocence,7.1,1973,,,,94,7.1,1973,R,2000,5,8
,"Ingvar Sigurdsson, Baltasar Kormákur, Hilmir Snær Guðnason, Björn Jörundur Friðbjörnsson, Margrét Helga Jóhannsdóttir, Theodór Júlíusson, Friðrik Steinn Friðriksson, Sara Margrét Nordahl, Halldóra Geirharðsdóttir, Þór Tulinius",,"Icelandic Film, Peter Rommel Productions, Filmhuset AS, Zentropa Entertainments",Friðrik Þór Friðriksson,"Biography, Drama",,233651,,"Alexander Bohr, Friðrik Þór Friðriksson, Anna María Karlsdóttir, Hrönn Kristinsdóttir, Egil Ødegård",2000-01-01,100,Angels of the Universe,7.5,2977,,,,100,7.5,2977,,2000,1,1
,"Jerry Stiller, Janeane Garofalo, Max Perlich, Ted Demme, Roger Corman, Ron Howard, Karen Black, Peter Bogdanovich, Fred Williamson, Nick Cassavetes",R,United Lotus Group,Stephen Kessler,Comedy,,160403,"$11,695, 02 Dec 2001","Helen Akerly, Gary DePew, George Paige, Lesa Lakin Richardson, Jerry Weintraub",2000-03-12,81,The Independent,5.9,1326,,11695.0,,81,5.9,1326,R,2000,3,12
"$225,000 (estimated)","Dan Futterman, Sam Ball, Lothaire Bluteau, Alan Cumming, Josh Hamilton, Matt Keeslar, James Simon, Megan Dodds, Gabriel Olds, Barbara Sukowa",R,"Daly-Harris Productions, Davis Entertainment Classics",Jon Shear,Drama,,182508,"$72,129, 17 Sep 2000","Mark Dziak, Michael Escott, Michael Filerman, Stephen Hunter Flick, Stephanie Golden",2000-01-24,103,Urbania,6.9,3095,225000.0,72129.0,,103,6.9,3095,R,2000,1,24
,"Eriq Ebouaney, Alex Descas, Théophile Sowié, Maka Kotto, Dieudonné Kabongo, Pascal N'Zonzi, André Debaar, Cheik Doukouré, Makena Diop, Mariam Kaba",Not Rated,"JBA Production, Entre Chien et Loup, Essential Filmproduktion GmbH, Velvet S.A., Arte France Cinéma",Raoul Peck,"Biography, Drama, History, War",,246765,,"Jacques Bidou, Philippe Bober, Richard Boidin, Diana Elbaum, Georges Goldenstern",2000-05-14,115,Lumumba,7.2,1972,,,,115,7.2,1972,,2000,5,14
,"Jackie Shroff, Salman Khan, Rani Mukerji, Raveena Tandon, Inder Kumar, Pooja Batra, Mohnish Behl, Shakti Kapoor, Kashmira Shah, Reema Lagoo",Not Rated,Siddhi Vinayak Creations,K. Muralimohana Rao,"Comedy, Drama, Musical, Romance",,268401,,"Narendra Bajaj, Shabuddin Choudhary",2000-11-17,159,To Fall in Love,4.4,2331,,,,159,4.4,2331,,2000,11,17
,"Valerie Niehaus, Xaver Hutter, Alexandra Neldel, Simone Hanselmann, Erich Schleyer, Katja Woywood, Fabian Zapatka, Christian Näthe, Michael Greiling, Nicola Etzelstorfer",R,"Clasart Film- und Fernsehproduktion, Concorde Filmed Entertainment",Michael Karen,"Horror, Thriller, Mystery",,239406,,"Manfred Thurau, Rikolt von Gagern, Markus Zimmer",2000-04-06,95,Flashback,5.3,1022,,,,95,5.3,1022,R,2000,4,6
,"Marie Trintignant, Suzanne MacAleese, Maud Buquet, Alexia Stresi, Denis Lavant, Vincent Lecoeur, Michel Muller, François Berléand, Clotilde Courau, Clément Sibony",R,"Canal+, Centre national du cinéma et de l'image animée, Cofimage 11, Fidélité Productions, Gimages 3",Lionel Delplanque,"Horror, Thriller",,236638,,"Olivier Delbosc, Pierrick Goter, Marc Missonnier",2000-05-27,90,Deep in the Woods,4.1,2716,,,,90,4.1,2716,R,2000,5,27
,"Helena Bergström, Jonas Karlsson, Thomas Hanzon, Björn Kjellman, Johan Ulveson, Regina Lund, Lisa Olsen, Jessica Andersson, Amanda Rasmuson, Sandra Kassman",,"Nordisk Film, SVT Drama",Susanne Bier,"Comedy, Drama, Music",,265232,,"Erik Crone, Rumle Hammerich, Thomas Heinesen, Christel C.D. Karlsen, Ivar Køhn",2000-11-10,108,Once in a Lifetime,5.3,2249,,,,108,5.3,2249,,2000,11,10
,"Ian Holm, Stanley Tucci, Hope Davis, Sarah Hyland, Hallee Hirsh, Celia Weston, Patrick Tovatt, Susan Sarandon, Patricia Clarkson, John Tormey",R,"Bohemian Productions, First Cold Press Productions, October Films, Weinstock Productions",Stanley Tucci,Drama,,172632,"$38,760, 09 Apr 2000","Elizabeth W. Alexander, Michael Lieber, Stanley Tucci, Chrisann Verges, Charles Weinstock",2000-01-21,104,Joe Gould's Secret,6.6,1611,,38760.0,,104,6.6,1611,R,2000,1,21
,"Jesdaporn Pholdee, Sahaphap Tor, Ekachai Buranapanit, Giorgio Maiocchi, Chaichan Nimpulsawasdi, Kokkorn Benjathikoon, Shiriohana Hongsopon, Phomsit Sitthijamroenkhun, Sutthipong Sitthijamroenkhun, Anucha Chatkaew",Not Rated,Tai Entertainment,Yongyoot Thongkongtoon,"Comedy, Drama, Sport",,263957,,", , , , ",2000-03-04,104,The Iron Ladies,6.6,1427,,,,104,6.6,1427,,2000,3,4
"$9,000,000 (estimated)","Matthew Rhys, Sienna Guillory, Ben Moor, Claire Harman, Mark Crowdy, Joseph Kpobie, Neil Maskell, Stephen Marcus, Jason Donovan, Michael Price",R,"Excell Film Agentur, Jovy Junior Enterprises",Alexander Jovy,Thriller,,221563,,"Fabrizio Chiesa, Steve Clark-Hall, Mark Crowdy, Alexander Jovy, Peter La Terriere",2000-06-28,102,Sorted,6.0,1203,9000000.0,,,102,6.0,1203,R,2000,6,28
,"Concha Velasco, Georges Corraface, Silke, Carlos Fuentes, Mercè Pons, Alberto San Juan, Elisa Matilla, Armando del Río, Miquel García Borda, Jesús Cabrero",R,"Cuarteto Producciones Cinematográficas S.L., Media Park, Universal Pictures Spain","Yolanda García Serrano, Juan Luis Iborra","Comedy, Drama, Romance",,251777,,"Rafael Alvero, Marc Cases, Pastora Delgado, Stefan Nicoll, Gianni Ricci",2000-06-30,108,Km. 0 - Kilometer Zero,7.0,1784,,,,108,7.0,1784,R,2000,6,30
,"Nu Yên-Khê Tran, Nhu Quynh Nguyen, Khanh Le, Quang Hai Ngo, Chu Hung, Manh Cuong Tran, Tuân Anh Lê, Ngoc Dung Le, Doan Viet Ha, Long Le Vu",PG-13,"Arte France Cinéma, Canal+, Lazennec Films, Le Studio Canal+, Vietnam Feature Film Studio",Anh Hung Tran,Drama,,224578,,"Benoit Jaubert, Christophe Rossignon, Cécile Rémy-Boutang, Nicholas Simon, Nicolas Simon",2000-05-18,112,The Vertical Ray of the Sun,7.2,3794,,,,112,7.2,3794,PG-13,2000,5,18
,"Rose Byrne, Rikiya Kurokawa, Nicholas Hope, Elise McCredie, Tim Richards, Bree Beadman, Satya Gumbert, Masato Sakai, Yoshiko Tatsumi, Tina Bursill",,New South Wales Film & Television Office,Clara Law,"Comedy, Drama, Romance",,255195,,"Wouter Barendrecht, Eddie Ling-Ching Fong, Akiko Funatsu, Dennis Kiely, Helen Loveridge",2000-09-02,119,The Goddess of 1967,6.8,1877,,,,119,6.8,1877,,2000,9,2
,"Shô Aikawa, Riki Takeuchi, Noriko Aota, Edison Chen, Genta Dairaku, Ken'ichi Endô, Hiroko Isayama, Masato, Yûichi Minato, Ichi Omiya",Not Rated,"Toei Video Company, Excellent Film, Daiei",Takashi Miike,"Action, Comedy, Crime, Drama, Thriller",,285005,,"Toshiki Kimura, Mitsuru Kurosawa, Yoshihiro Masuda, Makoto Okada, Tsutomu Tsuchikawa",2000-12-02,97,Dead or Alive 2: Birds,6.7,3883,,,,97,6.7,3883,,2000,12,2
,"Vincent D'Onofrio, Janeane Garofalo, Jeanne Tripplehorn, Kevin Pollak, Donal Logue, Kevin Corrigan, Alan Van Sprang, Troy Garity, Ingrid Veninger, Stephen Marshall",R,"Ardent Films, Greenlight Productions, Lakeshore International, Robert Greenwald Productions",Robert Greenwald,"Biography, Drama, Romance",,161216,"$23,221, 20 Aug 2000","Jon Avnet, Ken Christmas, Vincent D'Onofrio, Brad Gordon, Robert Greenwald",2000-03-04,107,Steal This Movie,6.4,2340,,23221.0,,107,6.4,2340,R,2000,3,4
,"Vanda Duarte, Lena Duarte, Zita Duarte, Manuel Gomes Miranda, Diogo Pires Miranda, Evangelina Nelas, Miquelina Barros, António Semedo Moreno, Paulo Nunes, Paulo Jorge Gonçalves",Not Rated,"Contracosta Produções, Instituto Português da Arte Cinematográfica e Audiovisual, Pandora Filmproduktion, Televisione Svizzera Italiana, Ventura Film",Pedro Costa,Drama,,139500,,"Karl Baumgartner, Christoph Friedel, Andres Pfäffli, Jörg Schneider, Leonardo Simões",2000-08-08,171,In Vanda's Room,7.0,1570,,,,171,7.0,1570,,2000,8,8
,"Ralph Carlsson, Ewa Carlsson, Anders Palm, Tuva Novotny, Donald Högberg, Fredrik Hammar, Mats Rudal, Sylvia Rauan, Christoffer Edström, Silke Lauren",,"Filmkameratene A/S, Filmnor, Svensk Filmindustri",Johannes Pinter,"Mystery, Horror, Thriller",,228871,,"Arve Figenschow, John M. Jacobsen",2000-08-04,95,Sleepwalker,5.9,1300,,,,95,5.9,1300,,2000,8,4
,"Martina Bezousková, Sylvie Kraslová, Sára Vorísková, Anna Bezousková, Dan Bárta, Linda Rybová, Jana Svandová, Vojtech Sahula, Nada Safratova, Karel Roden",,"Ceská Televize, J&J Jakubisko Film",F.A. Brabec,"Drama, Fantasy, Horror, Mystery, Romance",,239102,,"Deana Horváthová, Jana Tomsova",2000-12-07,81,Wild Flowers,7.1,1407,,,,81,7.1,1407,,2000,12,7
,"Aamir Khan, Twinkle Khanna, Faisal Khan, Johny Lever, Navneet Nishan, Veeru Krishnan, Govardhan Asrani, Tiku Talsania, Archana Puran Singh, Tanvi Azmi",,Venus Records & Tapes,Dharmesh Darshan,"Action, Adventure, Comedy, Drama, Romance",,232079,,"Umed Jain, Raksha Mistry",2000-01-07,172,Mela,3.6,4616,,,,172,3.6,4616,,2000,1,7
,"Trent Latta, Jeff Peterson, Ariauna Albright, Michele Nordin, Russell Richardson, Michael Lutz, Brenda Blondell, Christopher Cullen, Christopher Bergschneider",R,"Azteca Catrinca S.A., Kremlin Films",David DeCoteau,Horror,,231138,,"Charles Band, Michael Catalano, David DeCoteau, Sam Irvin, Oleg Kapanets",2000-06-22,86,Ancient Evil: Scream of the Mummy,2.1,1347,,,,86,2.1,1347,R,2000,6,22
,"Peter McDonald, Flora Montgomery, Marie Mullen, Pauline McLynn, Don Wycherley, Maynard Eziashi, Eileen Walsh, Barry Cassin, Niall O'Brien, Rynagh O'Grady",,"BBC Films, Bord Scannán na hÉireann / The Irish Film Board, Collins Avenue, Deadly Films, Raidió Teilifís Éireann",Kieron J. Walsh,"Comedy, Romance",,220157,,"Mary Alleguen, Roddy Doyle, Claire Duignan, Lynda Myles, Mike Phillips",2000-09-12,95,When Brendan Met Trudy,6.5,1319,,,,95,6.5,1319,,2000,9,12
,"Kadir Inanir, Müjde Ar, Okan Bayülgen, Vahdet Çakar, Gazanfer Özcan, Metin Çekmez, Mesut Ceylan, Hayrettin Ünverdi, Kenan Baydemir, Zaven Cigdemoglu",,"Plato Film Production, Post Ofis Post Prodüksiyon",Sinan Çetin,"Comedy, Drama",,273718,,"Cemil Cetin, Sinan Çetin",2000-11-08,113,Commissar Shakespeare,5.7,3315,,,,113,5.7,3315,,2000,11,8
"$10,000,000 (estimated)","Colin Farrell, Matthew Davis, Clifton Collins Jr., Tom Guiry, Shea Whigham, Russell Richardson, Nick Searcy, Afemo Omilami, James MacDonald, Keith Ewell",R,"Haft Entertainment, New Regency Productions, KirchMedia, New Regency Productions",Joel Schumacher,"Drama, War",,170691,,"Beau Flynn, Steven Haft, Ted Kurdyla, Arnon Milchan, Eli Richbourg",2000-09-13,101,Tigerland,7.0,41530,10000000.0,,,101,7.0,41530,R,2000,9,13
"$15,000,000 (estimated)","Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack, James Frain, Dylan Bruno, Sue McCormick, Keith David, Ray Prewitt, Laura House",PG-13,"Twentieth Century Fox, Wind Dancer Productions",Matt Williams,"Comedy, Drama, Romance",,198021,"$8,292,939, 30 Apr 2000","Susan Cartsonis, Carmen Finestra, Gerrit V. Folsom, Rick Leed, Diane Minter Lewis",2000-04-28,120,Where the Heart Is,6.7,34576,15000000.0,8292939.0,,120,6.7,34576,PG-13,2000,4,28
"$20,000,000 (estimated)","Glenndon Chatman, Jess Willard, Chris Warren, Kyla Pratt, Alfre Woodard, Naykia Harris, Harry Lennix, Debbi Morgan, Dennis Haysbert, Sanaa Lathan",PG-13,40 Acres & A Mule Filmworks,Gina Prince-Bythewood,"Drama, Romance, Sport",,199725,"$8,139,180, 23 Apr 2000","Andrew Z. Davis, Cynthia Guidry, Sam Kitt, Spike Lee, Jay Stern",2000-01-26,124,Love & Basketball,7.2,22027,20000000.0,8139180.0,,124,7.2,22027,PG-13,2000,1,26
"$7,000,000 (estimated)","Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt, Scott Caan, Ron Rifkin, Jamie Kennedy, Taylor Nichols, Bill Sage, Tom Everett Scott","TV-14::(DLV, TV Rating.), R","New Line Cinema, Team Todd",Ben Younger,"Crime, Drama, Thriller",,181984,"$6,722,884, 20 Feb 2000","Richard Brener, Claire Rudnick Polstein, Pamela Post, Jennifer Todd, Suzanne Todd",2000-01-30,120,Boiler Room,7.0,53638,7000000.0,6722884.0,,120,7.0,53638,R,2000,1,30
"$82,000,000 (estimated)","Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker, Sarah Wynter, Wendy Crewson, Rodney Rowland, Terry Crews, Ken Pogue, Colin Cunningham",PG-13,Phoenix Pictures,Roger Spottiswoode,"Action, Mystery, Sci-Fi, Thriller","$61,481,197",216216,"$13,020,883, 19 Nov 2000","David Coatsworth, Jon Davison, David Latham, Mike Medavoy, Daniel Petrie Jr.",2000-10-28,123,The 6th Day,5.9,123164,82000000.0,13020883.0,61481197.0,123,5.9,123164,PG-13,2000,10,28
"$100,000,000 (estimated)","Gary Sinise, Tim Robbins, Don Cheadle, Connie Nielsen, Jerry O'Connell, Peter Outerbridge, Kavan Smith, Jill Teed, Elise Neal, Kim Delaney",PG::(NO. 37274),"Touchstone Pictures, Spyglass Entertainment, StudioCanal, Red Horizon Productions, The Jacobson Company",Brian De Palma,"Adventure, Sci-Fi, Thriller","$110,983,407",183523,,"David S. Goyer, Justis Greene, Tom Jacobson, Jacqui Lopez, Sam Mercer",2000-03-06,114,Mission to Mars,5.6,73879,100000000.0,,110983407.0,114,5.6,73879,,2000,3,6
,"Steve Railsback, Carrie Snodgress, Carol Mansell, Sally Champlin, Steve Blackwood, Nancy Linehan Charles, Bill Cross, Travis McKenna, Jan Hoag, Brian Evers",Not Rated,"Tartan Films, City Heat Productions, Kunert/Manes Entertainment LLC, Unapix Entertainment Productions",Chuck Parello,"Biography, Crime, Drama, Horror, Thriller",,230169,"$5,708, 06 May 2001","Charles Adelman, Mark Boot, Erin Cristall, Bill Cross, Laura De Casto",2000-10-08,89,Ed Gein,5.5,5441,,5708.0,,89,5.5,5441,,2000,10,8
,"Lee Yeong-ae, Lee Byung-hun, Song Kang-ho, Kim Tae-Woo, Shin Ha-kyun, Herbert Ulrich, Christoph Hofrichter, Micara Adriana, Gallego Alberto, Ahmedov Ayder",Not Rated,"CJ Entertainment, Intz.com, KTB Network, Myung Film Company Ltd., CJ E&M Film Financing & Investment Entertainment & Comics",Park Chan-wook,"Action, Drama, Thriller, War",,260991,,"Eun Soo Lee, Myeong-chan Park, Jongho Yi",2000-09-09,110,Joint Security Area,7.8,30755,,,,110,7.8,30755,,2000,9,9
"$24,000,000 (estimated)","Mark Wahlberg, Joaquin Phoenix, Charlize Theron, James Caan, Ellen Burstyn, Faye Dunaway, Steve Lawrence, Andy Davoli, Tony Musante, Victor Argo","Unrated, R","Miramax, Industry Entertainment",James Gray,"Crime, Drama, Romance, Thriller",,138946,"$57,339, 22 Oct 2000","Christopher Goode, Jonathan Gordon, Kerry Orent, Matt Reeves, Paul Webster",2000-04-27,115,The Yards,6.4,21726,24000000.0,57339.0,,115,6.4,21726,R,2000,4,27
"$25,000,000 (estimated)","Gene Hackman, Morgan Freeman, Thomas Jane, Monica Bellucci, Nydia Caro, Miguel Ángel Suárez, Pablo Cunqueiro, Isabel Algaze, Jacqueline Duprey, Luis Caballero","R, TV-14::(DLS, TV Rating.)","Revelations Entertainment, TF1 International",Stephen Hopkins,"Crime, Drama, Thriller",,164212,,"Ross Grayson Bell, Matthew Binns, Morgan Freeman, Anne Marie Gillen, Gene Hackman",2000-05-11,110,Under Suspicion,6.5,26130,25000000.0,,,110,6.5,26130,R,2000,5,11
"$85,000,000 (estimated)","Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans, Tim McInnerny, Eric Idle, Ben Crompton, Carol MacReady, Ian Richardson, Jim Carter",G,"Cruella Productions, Kanzaman S.A.M., Walt Disney Pictures",Kevin Lima,"Adventure, Comedy, Family","$183,611,771",211181,"$19,883,351, 26 Nov 2000","Frédéric Bovis, Patricia Carr, Enfys Dickinson, Edward S. Feldman, Michelle Fox",2000-11-22,100,102 Dalmatians,4.8,37813,85000000.0,19883351.0,183611771.0,100,4.8,37813,G,2000,11,22
,"Olatz López Garmendia, Giovani Florido, Loló Navarro, Batan Silva, Carmen Beato, Cy Schnabel, Olmo Schnabel, Vito Schnabel, Pedro Armendáriz Jr., Diego Luna",R,"El Mar Pictures, Grandview Pictures",Julian Schnabel,"Biography, Drama, Romance",,247196,"$85,230, 29 Dec 2000","Matthias Ehrenberg, Jon Kilik, Olatz López Garmendia, Julian Schnabel",2000-09-03,133,Before Night Falls,7.2,25454,,85230.0,,133,7.2,25454,R,2000,9,3
,"Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee, Michael McShane, Julia Fletcher, Matt McKenzie, John DiMaggio, Alex Fernandez, Jack Fletcher",R,"Madhouse, Vampire Hunter D Prod. Committee, Filmlink International, BMG Funhouse, Movic","Jack Fletcher, Yoshiaki Kawajiri","Animation, Action, Drama, Fantasy, Horror, Romance, Sci-Fi",,216651,,"Yasuaki Iwase, Jeong-Gyun Jeong, Masao Maruyama, Takayuki Nagasawa, Masaki Sawanobori",2000-07-08,103,Vampire Hunter D: Bloodlust,7.6,32447,,,,103,7.6,32447,R,2000,7,8
"$10,000,000 (estimated)","Brenda Blethyn, Craig Ferguson, Martin Clunes, Tchéky Karyo, Jamie Foreman, Bill Bailey, Valerie Edmond, Tristan Sturrock, Clive Merrison, Leslie Phillips",R,"Portman Entertainment Group, Sky Pictures, WAVEpictures, Homerun Productions, Rich Pickings Ltd.",Nigel Cole,"Comedy, Crime",,195234,,"Steve Clark-Hall, Mark Crowdy, Keith Evans, Craig Ferguson, Sara Giles",2000-01-24,93,Saving Grace,6.9,18631,10000000.0,,,93,6.9,18631,R,2000,1,24
"$1,500,000 (estimated)","Gastón Pauls, Ricardo Darín, Graciela Tenenbaum, María Mercedes Villagra, Gabo Correa, Pochi Ducasse, Luis Armesto, Ernesto Arias, Amancay Espíndola, Isaac Fajm",R,"FX Sound, Industrias Audiovisuales Argentinas S.A., J.Z. & Asociados, Kodak Argentina S.A., Naya Films S.A.",Fabián Bielinsky,"Crime, Drama, Thriller",,247586,,Pablo Bossi,2000-08-31,114,Nine Queens,7.9,53376,1500000.0,,,114,7.9,53376,R,2000,8,31
"$80,000,000 (estimated)","Will Smith, Matt Damon, Charlize Theron, Bruce McGill, Joel Gretsch, J. Michael Moncrief, Peter Gerety, Lane Smith, Michael O'Neill, Thomas Jay Ryan",PG-13,"Twentieth Century Fox, Dreamworks Pictures, Epsilon Motion Pictures, Wildwood Enterprises, Allied Filmmakers",Robert Redford,"Drama, Fantasy, Sport",,146984,"$11,516,712, 05 Nov 2000","Chris Brigham, Jake Eberts, Michael Nozik, Robert Redford, Joseph P. Reidy",2000-10-29,126,The Legend of Bagger Vance,6.7,57471,80000000.0,11516712.0,,126,6.7,57471,PG-13,2000,10,29
"$1,200,000 (estimated)","Amy Ryan, Michael Countryman, Adam LeFevre, Halley Feiffer, Whitney Vance, Peter Kerwin, Betsy Aidem, Laura Linney, Rory Culkin, J. Smith-Cameron",R,"Hart Sharp Entertainment, Cappa Production, Crush Entertainment, Shooting Gallery",Kenneth Lonergan,Drama,,203230,"$118,170, 12 Nov 2000","Keith Abell, Steve Carlis, Donald C. Carter, Barbara De Fina, Jill Footlick",2000-01-21,111,You Can Count on Me,7.5,30221,1200000.0,118170.0,,111,7.5,30221,R,2000,1,21
"$57,000,000 (estimated)","Matt Damon, Henry Thomas, Penélope Cruz, Angelina Torres, J.D. Young, Laura Poe, Sam Shepard, Robert Patrick, Lucas Black, Yvette Diaz",PG-13,"Columbia Pictures, Miramax",Billy Bob Thornton,"Drama, Romance, Western",,149624,"$4,860,556, 29 Dec 2000","Jonathan Gordon, Bruce Heller, Mary Ann Madden, Sally Menke, Robert Salerno",2000-12-13,116,All the Pretty Horses,5.8,15106,57000000.0,4860556.0,,116,5.8,15106,PG-13,2000,12,13
"$8,500,000 (estimated)","Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs, Nicky Katt, Geoffrey Lewis, Dylan Kussman, Scott Wilson, Kristin Lehman, James Caan",R,"Artisan Entertainment, Aqaba Productions",Christopher McQuarrie,"Action, Crime, Drama, Thriller","$13,069,740",202677,"$2,150,979, 10 Sep 2000","Kenneth Kokin, Russell D. Markowitz, Ruben Samuel Sachs",2000-09-08,119,The Way of the Gun,6.6,33828,8500000.0,2150979.0,13069740.0,119,6.6,33828,R,2000,9,8
